schema_id,label_schema_id,speaker_id,recording_id,buffer_id,cutpoint_id,candidate_id,time_sec,original_score,detector_name,source_id,interval_start_sec,interval_end_sec,center_rms,rms_percentile,rms_valley_depth,rms_valley_width,left_rms,right_rms,rms_asymmetry,zcr_40ms,zcr_80ms,abs_amplitude_p90,short_window_energy_variance,spectral_flatness,high_frequency_energy_fraction,vad_mean_64ms,low_vad_run_width,y_inside,y_gt20ms,y_gt50ms,state_inside,state_gt20ms,state_gt50ms,geometry_fingerprint,feature_bundle_id
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000022,s03_s0301a_raw_nemo_buffer_000022-vad_percentile_rms-0000-0001-263404,s0301a:s03_s0301a_raw_nemo_buffer_000022-vad_percentile_rms-0000-0001-263404,263.404,1.629212,vad_percentile_rms,source_s0301a,263.328,263.436,-65.34511824043648,1.2640449438202248,36.37528360868481,144.00000000000546,-66.25138231531848,-50.925496644740065,-15.325885670578415,600.9389671361503,1038.3111806098516,0.02227783203125,1.6943380056340263e-06,0.0067406387710802085,0.0027145687746728524,0.1108120959252119,84.00000000000318,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000022,s03_s0301a_raw_nemo_buffer_000022-vad_percentile_rms-0000-0002-265452,s0301a:s03_s0301a_raw_nemo_buffer_000022-vad_percentile_rms-0000-0002-265452,265.452,1.452111,vad_percentile_rms,source_s0301a,265.404,265.5,-57.97627055758743,4.775280898876405,9.513927473369932,86.99999999998909,-60.30884415624416,-56.207676453387705,-4.101167702856458,3655.712050078247,3265.8436213991768,0.002166748046875,7.125044844182413e-13,0.10594948678443389,0.05383236095210265,0.19590658135712147,16.000000000019554,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0000-265748,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0000-265748,265.748,1.56566,vad_percentile_rms,source_s0301a,265.732,265.836,-58.92429682205548,6.948529411764706,26.508429439526005,79.99999999998408,-120.0,-61.81669696224718,-58.18330303775282,1462.1409921671018,1274.5376955903273,0.0013427734375,2.700399805597217e-13,0.017099004058761132,0.003150391318134957,0.038816630840301514,79.99999999998408,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0001-267188,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0001-267188,267.188,1.664594,vad_percentile_rms,source_s0301a,267.092,267.3,-68.70753086559263,0.33088235294117646,32.76434832993119,223.99999999998954,-65.52663104400816,-68.22725676067226,2.7006257166641063,701.0954616588419,713.0570758405005,0.000762939453125,5.428721513460662e-15,0.026125340960330114,0.016082634707219066,0.01142452098429203,195.99999999996953,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0002-268084,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0002-268084,268.084,1.656406,vad_percentile_rms,source_s0301a,267.956,268.104,-65.58324003133025,3.235294117647059,26.76301905767398,184.00000000002592,-67.7652402392304,-48.345428418970215,-19.41981182026018,1251.9561815336463,1288.5066458170447,0.018646240234375,1.0873302268717978e-06,0.019367590353663235,0.013551126426282218,0.09168371930718422,140.0000000000432,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0003-268768,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0003-268768,268.768,1.510176,vad_percentile_rms,source_s0301a,268.692,268.788,-55.618776979472955,9.485294117647058,19.797956216420268,199.99999999998863,-52.11467755140136,-46.650267405107414,-5.464410146293943,150.23474178403757,125.09773260359657,0.0081787109375,8.259362039886845e-10,0.0009349288600093968,0.00038982532122986514,0.020257344469428062,115.99999999998545,1,1,1,bad,bad,bad,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0004-269608,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0004-269608,269.608,1.573963,vad_percentile_rms,source_s0301a,269.492,269.668,-61.28558267512264,5.551470588235294,23.881492805924083,144.00000000000546,-58.12583216078726,-57.630310931862326,-0.495521228924936,575.8998435054773,525.4104769351056,0.00244140625,2.784739006069005e-12,0.005331413103682674,0.0017673553206375605,0.05440019629895687,160.000000000025,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0005-271484,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0005-271484,271.484,1.674025,vad_percentile_rms,source_s0301a,271.34,271.604,-68.83923522941888,0.29411764705882354,25.73267190322079,287.99999999995407,-68.76744389545763,-68.17725114253416,-0.5901927529234712,701.0954616588419,688.0375293197811,0.000579833984375,5.775743263243236e-16,0.014894094767935353,0.005864962679891591,0.008900584653019905,235.99999999999,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0006-272360,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0006-272360,272.36,1.620411,vad_percentile_rms,source_s0301a,272.272,272.384,-63.86955064979425,4.301470588235294,29.96701507734646,167.99999999994952,-65.89465828150966,-52.650165684911144,-13.24449259659852,676.056338028169,775.6059421422988,0.007049560546875,1.6360294877123822e-09,0.004594205457585713,0.0022028047938282944,0.04300716916720072,99.9999999999659,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0007-274384,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0007-274384,274.384,1.579731,vad_percentile_rms,source_s0301a,274.308,274.476,-63.65988194903285,4.485294117647059,27.223775075981543,175.99999999998772,-57.779774030864495,-65.00956082728237,7.229786796417876,1302.0344287949922,1376.0750586395623,0.001861572265625,1.2631009003636982e-12,0.02143454698295916,0.0031846429834007065,0.04359056154886882,139.99999999998636,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0008-278688,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0008-278688,278.688,1.510667,vad_percentile_rms,source_s0301a,278.608,278.796,-55.17218984881805,9.779411764705882,12.141247106688184,312.0000000000118,-53.8189815343037,-55.575823967871045,1.7568424335673427,2278.5602503912364,2026.5832681782645,0.0030517578125,3.161085173645568e-12,0.029522689187069677,0.005660065042434275,0.07553264126181602,155.99999999994907,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0009-281968,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0009-281968,281.968,1.456829,vad_percentile_rms,source_s0301a,281.884,282.02,-50.778183000407566,14.485294117647058,10.296753182158007,263.99999999995316,-59.5847829729851,-56.3387353110286,-3.246047661956503,300.46948356807513,725.56684910086,0.003021240234375,1.0195098188563542e-11,0.0004041295211943559,0.00014483459200626602,0.08391414284706115,96.00000000000364,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0010-283152,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0010-283152,283.152,1.565878,vad_percentile_rms,source_s0301a,283.072,283.212,-58.803630727522986,6.948529411764706,25.852730808563997,136.0000000000241,-61.319645320894175,-56.403755285657155,-4.91589003523702,625.9780907668231,1338.5457388584832,0.0018310546875,1.013710549955244e-12,0.006598086566360429,0.0010800491269491736,0.03289768844842911,152.00000000004366,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0011-285948,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0011-285948,285.948,1.51395,vad_percentile_rms,source_s0301a,285.896,285.976,-59.132824628660934,6.875,20.073373275668935,112.00000000002319,-62.512682340697765,-51.34873360594777,-11.163948734749994,175.27386541471049,350.2736512900704,0.008697509765625,2.612656656230605e-07,0.0021170255310727993,0.0008907062321029887,0.1908403132110834,52.00000000002092,1,1,,bad,bad,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000023,s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0013-287492,s0301a:s03_s0301a_raw_nemo_buffer_000023-vad_percentile_rms-0000-0013-287492,287.492,1.538302,vad_percentile_rms,source_s0301a,287.432,287.516,-57.09882960816899,8.198529411764707,9.804688038525391,119.0000000000282,-57.82672440465321,-57.097895946472214,-0.728828458180999,2410.958904109589,2464.5006016847174,0.002166748046875,8.025917602229061e-14,0.02359089782012198,0.004176012398277339,0.06235705316066742,48.00000000000182,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000024,s03_s0301a_raw_nemo_buffer_000024-vad_percentile_rms-0000-0000-287728,s0301a:s03_s0301a_raw_nemo_buffer_000024-vad_percentile_rms-0000-0000-287728,287.728,1.608217,vad_percentile_rms,source_s0301a,287.684,287.764,-67.55988088247899,0.7692307692307693,43.042564914588624,48.00000000000182,-67.18017171818462,-52.878613779007516,-14.301557939177108,726.1345852895148,847.9582971329279,0.0068359375,8.001983558915521e-10,0.016030171245567604,0.005777032174020853,0.1292092688381672,55.999999999983174,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000024,s03_s0301a_raw_nemo_buffer_000024-vad_percentile_rms-0000-0001-289764,s0301a:s03_s0301a_raw_nemo_buffer_000024-vad_percentile_rms-0000-0001-289764,289.764,1.566566,vad_percentile_rms,source_s0301a,289.708,289.788,-58.98556450635048,3.8461538461538463,17.628569959695007,70.99999999996953,-57.95696066726615,-59.110177149612426,1.1532164823462736,1001.9569471624266,1097.4729241877258,0.002044677734375,7.567067024794992e-13,0.00641483887491623,0.0009932319566756309,0.06135612997141751,51.999999999964075,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000025,s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0000-290012,s0301a:s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0000-290012,290.012,1.650402,vad_percentile_rms,source_s0301a,289.988,290.056,-67.49390479893785,1.075268817204301,37.38812114483221,48.00000000000182,-69.0239963300972,-64.68727598348802,-4.336720346609184,1252.4461839530331,1232.2503008423587,0.000823974609375,4.242884139954939e-12,0.016390397906081253,0.005226707111566221,0.026436150074005127,67.99999999998363,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000025,s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0001-292288,s0301a:s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0001-292288,292.288,1.549675,vad_percentile_rms,source_s0301a,292.248,292.316,-64.84935490852696,4.301075268817204,28.702918033161147,144.00000000000546,-65.72855723728051,-53.72115816026185,-12.007399077018661,1727.6995305164319,1688.8193901485536,0.004302978515625,1.3292829909211037e-07,0.027054529185471993,0.022831086536712616,0.24828230341275534,31.999999999982265,0,0,0,safe,safe,safe,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000025,s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0002-292968,s0301a:s03_s0301a_raw_nemo_buffer_000025-vad_percentile_rms-0000-0002-292968,292.968,1.561131,vad_percentile_rms,source_s0301a,292.92,292.988,-62.231389328591554,6.182795698924731,22.864862302311373,134.9999999999909,-61.18641987418304,-61.63939084348529,0.45297096930224967,1539.1498881431767,1230.7692307692307,0.00140380859375,3.754444582671628e-14,0.03579358315110541,0.0049207048762351,0.07726767659187317,39.99999999996362,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000026,s03_s0301a_raw_nemo_buffer_000026-vad_percentile_rms-0000-0000-293376,s0301a:s03_s0301a_raw_nemo_buffer_000026-vad_percentile_rms-0000-0000-293376,293.376,1.515879,vad_percentile_rms,source_s0301a,293.348,293.408,-62.14051780369562,4.605263157894737,34.937265639925286,71.99999999994589,-63.61820649371689,-57.40335062176352,-6.214855871953368,2453.8341158059466,3277.56059421423,0.0015869140625,1.868018184288791e-10,0.03951032483784303,0.07441216547692447,0.2031273189932108,32.00000000003911,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000026,s03_s0301a_raw_nemo_buffer_000026-vad_percentile_rms-0000-0001-294536,s0301a:s03_s0301a_raw_nemo_buffer_000026-vad_percentile_rms-0000-0001-294536,294.536,1.528474,vad_percentile_rms,source_s0301a,294.444,294.556,-57.86009293923374,10.526315789473685,15.94087529069202,95.00000000002728,-57.77548246681797,-57.67667071768723,-0.0988117491307392,3651.006711409396,2983.0508474576272,0.002166748046875,1.925258147007513e-13,0.06668079004172761,0.025732246903269466,0.07977432310581208,60.000000000002274,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000027,s03_s0301a_raw_nemo_buffer_000027-vad_percentile_rms-0000-0000-296244,s0301a:s03_s0301a_raw_nemo_buffer_000027-vad_percentile_rms-0000-0000-296244,296.244,1.659586,vad_percentile_rms,source_s0301a,296.228,296.312,-68.07197480115184,0.23148148148148148,37.211373206192405,48.00000000000182,-120.0,-67.92976375821631,-52.07023624178369,626.6318537859007,682.7880512091039,0.000732421875,1.939310964792988e-16,0.01232871500311755,0.007973593425116242,0.012630422910054525,60.000000000002274,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s03,s0301a,s03_s0301a_raw_nemo_buffer_000027,s03_s0301a_raw_nemo_buffer_000027-vad_percentile_rms-0000-0001-303140,s0301a:s03_s0301a_raw_nemo_buffer_000027-vad_percentile_rms-0000-0001-303140,303.14,1.575474,vad_percentile_rms,source_s0301a,303.088,303.164,-62.41410067408128,1.5046296296296295,20.51909255329801,87.00000000004593,-61.36304386542101,-62.279341169253904,0.9162973038328914,1878.66927592955,1309.2659446450061,0.001556396484375,8.302818310537784e-14,0.03533029138765366,0.011835545221729186,0.07552838054570285,48.00000000000182,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,b9bd766d42c6436ab49b0464d4f201de
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000000,s04_s0401b_raw_nemo_buffer_000000-vad_percentile_rms-0000-0000-2268,s0401b:s04_s0401b_raw_nemo_buffer_000000-vad_percentile_rms-0000-0000-2268,2.268,1.502041,vad_percentile_rms,source_s0401b,2.212,2.3,-53.43973145514216,10.655737704918034,4.457743315805381,174.99999999999983,-54.38183310528363,-53.219726913361264,-1.1621061919223692,325.50860719874805,316.9968717413973,0.00360107421875,1.89081175249722e-12,0.0020369990986026827,0.0010935924544813042,0.07438075313201317,59.99999999999961,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000001,s04_s0401b_raw_nemo_buffer_000001-vad_percentile_rms-0000-0000-3512,s0401b:s04_s0401b_raw_nemo_buffer_000001-vad_percentile_rms-0000-0000-3512,3.512,1.535187,vad_percentile_rms,source_s0401b,3.492,3.576,-52.798727363554754,19.318181818181817,18.753199486392155,64.00000000000006,-52.91358180305625,-53.41140301038918,0.497821207332926,107.38255033557047,125.16297262059973,0.00347900390625,4.398704373273733e-13,0.001896195176908549,0.0015435293608288794,0.004462376236915588,64.00000000000006,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000001,s04_s0401b_raw_nemo_buffer_000001-vad_percentile_rms-0000-0001-4188,s0401b:s04_s0401b_raw_nemo_buffer_000001-vad_percentile_rms-0000-0001-4188,4.188,1.483457,vad_percentile_rms,source_s0401b,4.136,4.22,-53.96096866599234,6.818181818181818,6.830655728249518,166.99999999999983,-53.82344398122824,-53.27626020083854,-0.5471837803896946,701.0954616588419,950.9906152241919,0.003875732421875,2.851115339725575e-12,0.006706274062718311,0.0065497347325447495,0.10321996532953702,56.00000000000005,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000002,s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0000-4756,s0401b:s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0000-4756,4.756,1.534876,vad_percentile_rms,source_s0401b,4.708,4.792,-54.19693298945637,5.701754385964913,19.812583523719837,328.0000000000003,-53.59568988683414,-52.91933027072044,-0.6763596161137002,125.19561815336463,776.9547325102881,0.003692626953125,1.0652035700526655e-12,0.000669864784277569,0.0002861977829250173,0.053393786773085594,64.00000000000006,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000002,s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0001-5020,s0401b:s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0001-5020,5.02,1.527022,vad_percentile_rms,source_s0401b,4.88,5.06,-54.13084911294583,6.578947368421052,11.38488077115332,232.0000000000002,-54.40859748561763,-53.81170670399432,-0.5968907816233155,175.27386541471049,225.17591868647384,0.003631591796875,9.09690322676844e-13,0.0012347033829594497,0.000382745878248354,0.021601423621177673,131.99999999999966,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000002,s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0002-6528,s0401b:s04_s0401b_raw_nemo_buffer_000002-vad_percentile_rms-0000-0002-6528,6.528,1.477099,vad_percentile_rms,source_s0401b,6.48,6.556,-51.448797484748816,25.0,3.727762882903612,166.99999999999983,-52.44811594352522,-52.7136215481126,0.26550560458738204,890.4347826086957,1090.5027932960893,0.003631591796875,1.3872175951701183e-12,0.00750026396540249,0.003182445923161598,0.11876124888658524,40.000000000000036,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000003,s04_s0401b_raw_nemo_buffer_000003-vad_percentile_rms-0000-0000-7548,s0401b:s04_s0401b_raw_nemo_buffer_000003-vad_percentile_rms-0000-0000-7548,7.548,1.540042,vad_percentile_rms,source_s0401b,7.524,7.604,-54.577062435171435,4.0625,19.539877617197178,56.00000000000005,-54.595142594814085,-54.31128241160453,-0.28386018320955486,125.24461839530332,115.52346570397113,0.00347900390625,4.639720030077305e-13,0.0011900492268810286,0.00037685766880767106,0.004413179375908591,56.00000000000005,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000003,s04_s0401b_raw_nemo_buffer_000003-vad_percentile_rms-0000-0001-10088,s0401b:s04_s0401b_raw_nemo_buffer_000003-vad_percentile_rms-0000-0001-10088,10.088,1.50545,vad_percentile_rms,source_s0401b,10.012,10.108,-53.089861543996705,10.625,2.8508490359441723,159.00000000000068,-52.63385985905934,-53.529281171086964,0.8954213120276222,250.5592841163311,250.32594524119946,0.003570556640625,7.701540033991464e-14,0.0013597878159204001,0.0005056358904462881,0.03699130117893219,67.99999999999962,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000004,s04_s0401b_raw_nemo_buffer_000004-vad_percentile_rms-0000-0000-11264,s0401b:s04_s0401b_raw_nemo_buffer_000004-vad_percentile_rms-0000-0000-11264,11.264,1.536645,vad_percentile_rms,source_s0401b,11.236,11.336,-52.895346450124734,8.13953488372093,15.989826355884773,80.00000000000007,-53.173214630227264,-52.48331969057482,-0.6898949396524472,306.0869565217392,339.66480446927375,0.003570556640625,8.687379900792094e-13,0.0007112642773503998,0.00032755380282462044,0.009940567115942637,76.00000000000051,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000005,s04_s0401b_raw_nemo_buffer_000005-vad_percentile_rms-0000-0000-13200,s0401b:s04_s0401b_raw_nemo_buffer_000005-vad_percentile_rms-0000-0000-13200,13.2,1.511049,vad_percentile_rms,source_s0401b,13.156,13.276,-54.177253778117034,3.061224489795918,25.87434705593686,96.00000000000009,-55.063516117375265,-52.68452319835758,-2.3789929190176835,225.35211267605632,291.92006950477844,0.00341796875,4.694177657555906e-13,0.0024367765631631557,0.00800968215983252,0.04591126926243305,64.00000000000006,1,1,,bad,bad,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
o0_4_boundary_features_v1,phase10b_training_labels_v1,s04,s0401b,s04_s0401b_raw_nemo_buffer_000005,s04_s0401b_raw_nemo_buffer_000005-vad_percentile_rms-0000-0001-14728,s0401b:s04_s0401b_raw_nemo_buffer_000005-vad_percentile_rms-0000-0001-14728,14.728,1.377833,vad_percentile_rms,source_s0401b,14.68,14.748,-49.57837508994382,14.285714285714286,2.4181234877369704,22.999999999999687,-48.498232021492356,-49.624725106245165,1.1264930847528092,3328.8590604026845,3149.93481095176,0.00604248046875,4.9424836958623395e-12,0.06972732293486246,0.020772632309990498,0.1757368862628937,23.999999999999133,,,,unknown,unknown,unknown,87130029b5443647ed1f1febd32ab768bf957a0a1698217eb3cf14b2d00c6ecf,e97617cd4f0d4ab8995a0ecb66797b74
